store_name,product_name,category_name,quantity,Stock_Status
Rowlett Bikes,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,Cruisers Bicycles,25,Well Stocked
Rowlett Bikes,Electra Amsterdam Royal 8i - 2017/2018,Cruisers Bicycles,10,Moderate
Rowlett Bikes,Electra Amsterdam Royal 8i Ladies - 2018,Cruisers Bicycles,0,Out of Stock
Rowlett Bikes,Electra Townie Balloon 3i EQ Ladies' - 2018,Cruisers Bicycles,5,Moderate
Rowlett Bikes,Electra Townie Balloon 7i EQ - 2018,Cruisers Bicycles,24,Well Stocked
Rowlett Bikes,Trek MT 201 - 2018,Children Bicycles,29,Well Stocked
Rowlett Bikes,Strider Classic 12 Balance Bike - 2018,Children Bicycles,21,Well Stocked
Rowlett Bikes,Strider Sport 16 - 2018,Children Bicycles,7,Moderate
Rowlett Bikes,Strider Strider 20 Sport - 2018,Children Bicycles,22,Well Stocked
Rowlett Bikes,Trek Superfly 20 - 2018,Children Bicycles,18,Moderate
Rowlett Bikes,Trek Precaliber 12 Girl's - 2018,Children Bicycles,12,Moderate
Rowlett Bikes,Trek Kickster - 2018,Children Bicycles,17,Moderate
Rowlett Bikes,Trek Precaliber 12 Boy's - 2018,Children Bicycles,26,Well Stocked
Rowlett Bikes,Trek Precaliber 16 Boy's - 2018,Children Bicycles,6,Moderate
Rowlett Bikes,Trek Precaliber 16 Girl's - 2018,Children Bicycles,23,Well Stocked
Rowlett Bikes,Trek Precaliber 20 6-speed Boy's - 2018,Children Bicycles,12,Moderate
Rowlett Bikes,Trek Precaliber 20 6-speed Girl's - 2018,Children Bicycles,19,Moderate
Rowlett Bikes,Trek Precaliber 20 Boy's - 2018,Children Bicycles,7,Moderate
Rowlett Bikes,Trek Precaliber 20 Girl's - 2018,Children Bicycles,23,Well Stocked
Rowlett Bikes,Trek Precaliber 24 (7-Speed) - Boys - 2018,Children Bicycles,14,Moderate
Rowlett Bikes,Trek Precaliber 24 21-speed Boy's - 2018,Children Bicycles,26,Well Stocked
Rowlett Bikes,Trek Precaliber 24 21-speed Girl's - 2018,Children Bicycles,15,Moderate
Rowlett Bikes,Trek Precaliber 24 7-speed Girl's - 2018,Children Bicycles,15,Moderate
Rowlett Bikes,Trek Superfly 24 - 2017/2018,Children Bicycles,1,Low Stock
Rowlett Bikes,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Children Bicycles,2,Low Stock
Rowlett Bikes,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,Children Bicycles,18,Moderate
Rowlett Bikes,Electra Heartchya 1 (20-inch) - Girl's - 2018,Children Bicycles,1,Low Stock
Rowlett Bikes,Electra Savannah 1 (20-inch) - Girl's - 2018,Children Bicycles,26,Well Stocked
Rowlett Bikes,Electra Soft Serve 1 (16-inch) - Girl's - 2018,Children Bicycles,2,Low Stock
Rowlett Bikes,"Electra Starship 1 16"" - 2018",Children Bicycles,7,Moderate
Rowlett Bikes,Electra Straight 8 1 (16-inch) - Boy's - 2018,Children Bicycles,26,Well Stocked
Rowlett Bikes,Electra Straight 8 1 (20-inch) - Boy's - 2018,Children Bicycles,2,Low Stock
Rowlett Bikes,"Electra Superbolt 1 20"" - 2018",Children Bicycles,2,Low Stock
Rowlett Bikes,"Electra Superbolt 3i 20"" - 2018",Children Bicycles,6,Moderate
Rowlett Bikes,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,Children Bicycles,10,Moderate
Rowlett Bikes,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,Children Bicycles,16,Moderate
Rowlett Bikes,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,Children Bicycles,14,Moderate
Rowlett Bikes,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,Children Bicycles,13,Moderate
Rowlett Bikes,"Electra Treasure 1 20"" - 2018",Children Bicycles,9,Moderate
Rowlett Bikes,"Electra Treasure 3i 20"" - 2018",Children Bicycles,12,Moderate
Rowlett Bikes,"Electra Under-The-Sea 1 16"" - 2018",Children Bicycles,22,Well Stocked
Rowlett Bikes,Electra Water Lily 1 (16-inch) - Girl's - 2018,Children Bicycles,14,Moderate
Rowlett Bikes,Electra Townie Original 21D - 2018,Comfort Bicycles,29,Well Stocked
Rowlett Bikes,Electra Townie Balloon 3i EQ Ladies' - 2018,Comfort Bicycles,3,Low Stock
Rowlett Bikes,Electra Townie Balloon 7i EQ - 2018,Comfort Bicycles,29,Well Stocked
Rowlett Bikes,Electra Townie Original 1 - 2018,Comfort Bicycles,6,Moderate
Rowlett Bikes,Electra Townie Go! 8i - 2017/2018,Comfort Bicycles,13,Moderate
Rowlett Bikes,Electra Townie Original 21D EQ - 2017/2018,Comfort Bicycles,23,Well Stocked
Rowlett Bikes,Electra Townie Balloon 3i EQ - 2017/2018,Comfort Bicycles,11,Moderate
Rowlett Bikes,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,Comfort Bicycles,7,Moderate
Rowlett Bikes,Electra Townie Balloon 8D EQ - 2016/2017/2018,Comfort Bicycles,17,Moderate
Rowlett Bikes,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,Comfort Bicycles,9,Moderate
Rowlett Bikes,Electra Townie Commute 27D - 2018,Comfort Bicycles,30,Well Stocked
Rowlett Bikes,Electra Townie Commute 27D Ladies - 2018,Comfort Bicycles,8,Moderate
Rowlett Bikes,Electra Townie Commute 8D - 2018,Comfort Bicycles,23,Well Stocked
Rowlett Bikes,Electra Townie Commute 8D Ladies' - 2018,Comfort Bicycles,18,Moderate
Rowlett Bikes,Electra Townie Original 1 Ladies' - 2018,Comfort Bicycles,0,Out of Stock
